id,String
0,http://db.uwaterloo.ca/~galuc/wsdbm/User0
1,http://schema.org/birthDate
2,"1988-09-24"
3,http://db.uwaterloo.ca/~galuc/wsdbm/userId
4,"9764726"
5,http://db.uwaterloo.ca/~galuc/wsdbm/User1
6,"2536508"
7,http://db.uwaterloo.ca/~galuc/wsdbm/User2
8,"5196173"
9,http://db.uwaterloo.ca/~galuc/wsdbm/User3
10,"1995-12-23"
11,"2019349"
12,http://db.uwaterloo.ca/~galuc/wsdbm/User4
13,"1982-07-28"
14,"8378922"
15,http://db.uwaterloo.ca/~galuc/wsdbm/User5
16,"9279708"
17,http://db.uwaterloo.ca/~galuc/wsdbm/User6
18,"4432131"
19,http://db.uwaterloo.ca/~galuc/wsdbm/User7
20,"5345433"
21,http://db.uwaterloo.ca/~galuc/wsdbm/User8
22,"2351480"
23,http://db.uwaterloo.ca/~galuc/wsdbm/User9
24,"8256018"
25,http://db.uwaterloo.ca/~galuc/wsdbm/User10
26,"7707564"
27,http://db.uwaterloo.ca/~galuc/wsdbm/User11
28,http://schema.org/telephone
29,"2465721"
30,"1114154"
31,http://db.uwaterloo.ca/~galuc/wsdbm/User12
32,"4320055"
33,http://db.uwaterloo.ca/~galuc/wsdbm/User13
34,"7740777"
35,"2682037"
36,http://db.uwaterloo.ca/~galuc/wsdbm/User14
37,"1096306"
38,http://db.uwaterloo.ca/~galuc/wsdbm/User15
39,"7628319"
40,http://db.uwaterloo.ca/~galuc/wsdbm/User16
41,"5739879"
42,"1989-04-18"
43,"8367715"
44,http://db.uwaterloo.ca/~galuc/wsdbm/User17
45,"5812279"
46,http://db.uwaterloo.ca/~galuc/wsdbm/User18
47,"2666855"
48,http://db.uwaterloo.ca/~galuc/wsdbm/User19
49,"2197879"
50,http://db.uwaterloo.ca/~galuc/wsdbm/User20
51,"1992-07-25"
52,"8240161"
53,http://db.uwaterloo.ca/~galuc/wsdbm/User21
54,"8581297"
55,http://db.uwaterloo.ca/~galuc/wsdbm/User22
56,"4886195"
57,http://db.uwaterloo.ca/~galuc/wsdbm/User23
58,"9392466"
59,http://db.uwaterloo.ca/~galuc/wsdbm/User24
60,"9470685"
61,http://db.uwaterloo.ca/~galuc/wsdbm/User25
62,"6707118"
63,http://db.uwaterloo.ca/~galuc/wsdbm/User26
64,"4491090"
65,http://db.uwaterloo.ca/~galuc/wsdbm/User27
66,"3692477"
67,http://db.uwaterloo.ca/~galuc/wsdbm/User28
68,"9379217"
69,http://db.uwaterloo.ca/~galuc/wsdbm/User29
70,"1681502"
71,http://db.uwaterloo.ca/~galuc/wsdbm/User30
72,"8707431"
73,http://db.uwaterloo.ca/~galuc/wsdbm/User31
74,"2427232"
75,http://db.uwaterloo.ca/~galuc/wsdbm/User32
76,"6694760"
77,http://db.uwaterloo.ca/~galuc/wsdbm/User33
78,"1971-07-09"
79,"8961158"
80,http://db.uwaterloo.ca/~galuc/wsdbm/User34
81,"1200626"
82,"8551323"
83,http://db.uwaterloo.ca/~galuc/wsdbm/User35
84,"4153136"
85,http://db.uwaterloo.ca/~galuc/wsdbm/User36
86,"1975-07-07"
87,"1445903"
88,http://db.uwaterloo.ca/~galuc/wsdbm/User37
89,"6430572"
90,http://db.uwaterloo.ca/~galuc/wsdbm/User38
91,"1994-10-15"
92,"1575050"
93,http://db.uwaterloo.ca/~galuc/wsdbm/User39
